V1,V6
1,@traumahunit man its too late to be takin all this deep ish lol..lets agree to disagree hahaha 
1,I totally want to give it to a 14 year old boy 
1,"Hey, what's up, guys? Just leaving the club and taking the party (sic) back home... "
1,"&quot;Usable happiness: is a product that is simple to use, and makes you smile every time you use it.&quot; --&gt; Macbook Pro   #mac"
1,@BrazillofBLAK Hey hey that was an affectionate &quot
1,"@tom_howarth Got to love the May bank holiday's, Motorsport Monday for me "
1, South Carlonia @ Alaska tomorrow night! Going with Alan and mom! &lt
1,omg ma�ana comprare mi cd de tokio hotel... hey @VickyJones1984 you should record a cd your voice is beautiful i would be your fan 
1,@brookeiloveyou i will post anything good i find 
1,Bought new bras. 
1,Why me? but then again why not!  Need to do that with him tonite
1,@Ran_Row what's with your hair ranita?  at least I'm not a boy.. Haha http://myloc.me/1nfa
1,"Hello twitterverse, I'm back "
1,@booyahmicki You can say that again. 
1,@limvicky love your pic! 
1,"@quelquefois Just started work in the area. Didn't buy pretzels, altho I did get Ruth's homemade granola bars. "
1,@Elizabeth_N point pleasant... The home of our wedding memories 
1,@Les_Berry hehe sure did! 
1,I love the World Cup! I won $800 for the Japan/Korea Games. I put money on Italy and they won! 
1,@Levy1982 A cool - you going too?  See you at #SHTBOX.  Wanna hear which job you chose 
1,"@nscafe Ah I missed it! What do you mean, not a good word? Larry King is doing the circuit. He'll be on Canada AM in the AM "
1,is awake but doesn't have to be at school til 10. 
1,@tildensky you know what's not easily forgotten? Coming through for someone when they really need you. You and Jess rocked tonight. 
1,@SeaStarStudios Congratulations on another sale! 
1,@EASMusic when will we figure out our ridiculous email sitch?!  
1,Got to see little Ava tonight - she is adorable 
1,@anuuna can't earlier. Take it or leave it  21 at M. I'll take bastards out 20.
1,"i just watched the AI finale for...who knows how many times! congrats, kris and adam "
1,Im 2 now 1 tweet off 100. 
1,Good night Tweetle-Dee and Tweetle-Dum.  You know who you are. 
1,@dark_swan Thank you! 
1,happy 50th birthday #Morrissey! I will play him/The Smiths all day in dedication to him 
1,Omgosh I put my phone back on the hook so the battery didn't die!!!  !! 
1,@RoseyDough Thanks! 
1,@lovebscott heyyyyy love muffin....its aaaaaaaaaalex!!! 
1,@paddyfestus Good point!  
1,@tommcfly well ur at Fortaleza performing tomorrow so maybe that's where your flying to  x
1,"@amf7 @GrrrlRomeo  me, I sort of came out to my family via email about 8 years ago.  Book clerks can tell because of what you're buying. "
1,@thegaydreamer  @MykeTV   Have  a dose of relaxation after the busy  week schedule with some bollywood spice  http://bit.ly/19n3Ou
1,@laurenmcartney thank god i can fast forward  haha
1,Bringing back the muttin chops next week. I'm sure @jessmxo is thrilled. 
1,Go back from watching The Phantom of the Opera on Broadway!  What an Amazing Show!  
1,@bluebonnet21 that combination sounds cool to me! 
1,"I have unleashed a flock of purchase orders, staff opinion surveys and maintenance fixes at school. Off to the city for some RNR tonight "
1,work. Later 
1,http://twitpic.com/5oga8 - Me at the Getty Museum in LA. Fun day. 
1,Morning! Weather is better today! Just straightening my hair 
1,@Radio_Lady goodnight  thx u2
1,@ZacharyQuinto Very well done. Next - Spock's voice on the video game? 
1,"so the virus comes to us..  --but we're blessed also, coz if there's a treatment for it, it'll be available here first.. "
1,i'm off to dreamland. have a great night  http://bit.ly/8G3d
1,"@laurenpettifer i did mine today, it's really not that bad "
1,thanks for the karaoke suggestions.... not!! lol its cool i still had fun 
1,@Rachy555 lets hope 
1,"Just got done eating &amp; blending the leftovers for the weewees. Don't worry we eat healthy  Still in pain, but I'll survive 4 work 2morrow"
1,"Again, thanks!I hate when you make me realize that you're too good a friend to me.As ur friend I want to tell u, u need better friends. "
1,beautiful morning to end your exams 
1,@Nashenas how come you're never online anymore! 
1,Follow @BTBusiness for the latest BT info  (via @BTTradespace)
1,birthday party coming soon 
1,"Anyways, goodnight lovely stalkers...errr...twEEterz! I'll be seeing some of you in the chatroom tomorrow, right?    Hehe...Sweet dreams!"
1,@adriankoh Hey! Thanks. That's somewhere at Novena. Great that u liked it. 
1,"surprisingly, after last night, i'm in a great mood "
1,When you guys see these picture$$$$$$..don't judge me. Its just a 24 y.o. having fun with his friends. I'm just me and just like u. 
1,"http://tinyurl.com/ry9wap Hey!  hm... I can send you my pics, tell me your email. Or write me gmail_all@mail.ru"
1,"Feels good to be home!! Missing the beach house and everyone!! Very, very excited to see my boyfriend finally though! "
1,"@seankeithsmith OMG,do i hate u,or do i hate u!?!?! hahaha,ok i definitely hate u! that's GORGEOUS!!!! "
1,I'm going to bed.... G'night my Tweeps! 
1,At work and looks like it might actually be a good night. 
1,OOPS  @hotmess4CCNK Everyone slacks on the shaving in the winter! haha! We need that extra layer to keep us warm! TOTALLY JOKING! haha!
1,@manojero buongiorno  have a lovely day ^^
1,Good Morning to everbody     In an hour a will meet me with my best friend...and that means a lot of fun  
1,"This might just be pms-induced crazy talk, but I've decided to move to the UK or Australia to be surrounded by hot guys w/hot accents! "
1,two thumbs up for @samantharonson for visiting places like luneta park and checkin out JoseRizal Shrine! 
1,woke up early. school in ten mins. ughh  atleast i finish at 2 today.
1,Friday before bank holiday. Don't have to drive round the M25. Sun Shining. Safe to say I'm irritatingly cheerful. You have been warned 
1,@p_87 i know!!! you have a good sense of humor 
1,i want to go see Terminator again. goodnight 
1,naruto shippuuden 110 &amp
1,delta something something partay woOoooOoo! 
1,@Janeylou74 ...Hope you're ok &amp
1,"Happy Birffday @enterbelladonna   (hey mom-in-law, 4 a good time you should #FF @enterbelladonna you'll have to wiki #FF. google wiki 1st)"
1,Hello  feeling sooo good 
1,@mlm4ever @iuliusg @TerryStorch @FortuneGod @Woywegian @BoomerRadioFM @CTNDIGITAL @bacieabbracci @videosmusic #FF 
1,Thank you to everyone who followed me. Although I could have more followers..Like 1000?? lol 
1,"@astynes Pfft! Definately jealous coz of Rob's hotness. lol! But he likes the movie, bet its grown on him. hehe  he sounds too cute man."
1,just got soaked in the torrential downpour on the half a km walk home. It was nice 
1,@LauraMarie79 you just got a gold star twinny 
1,Memorial weekend..... Fiesta Texas n sea world.....in san antonio  http://tinyurl.com/ptoyy8 http://tinyurl.co.. http://tinyurl.com/ogggqm
1,has �1.40 for school today. That means a Sausage Roll and a Jam Doughnut. 
1,@NathanWiwat don't you ask @SPOILEDBOY lor? Perhaps he wanna dance T-Skirt na. 
1,"My appt with the plastic surgeon is in 7 hours, I better sleep  'Nite Twitter!"
1,Time to go to sleep. My bestfriend graduates from CSUDH tomorrow! So excited and so proud. Pics tomorrow folks 
1,@misskatastrophe me neither. i just add bands and band members there. and i go to MySpace Music most of the time. 
1,@wasabisauce Goodnight to you Laine! And good luck with exams and results 
1,"@dark_fire So...you feel like you failed to live up to expectations, and are suing your producers for million$? "
1,@jmac777 I kno i need to hustle.....jus like u...everyday u hustlin 
1,@AubreyODay sounds great! I wish u the best in whatever it is u do! And shake all the haters off! I understand u 
1,Excited!! Riding MY horse this morning!! Wonder if it'll feel any different? Perhaps like the first nervous drive home in a new car!!  
1,@ryanstarr7x Haha but the trashiness works for this show! #glee may become my fav new show yet. PS: Dollhouse is generally good 
1,@PrestonDMann i need your autograph.. 
1,@pursebuzz aawww..!!   oh well...atleast you won't get sad over the fact that you spent more than what it was now 
1,@Zac_Efron i wanna see 17 again.. but it's always synchronised to german.. i hate that... but i will find a cinema with original film 
1,@azndragon1 me too! I can't wait. 
1,have wings will travel 
1,@jonasbrothers http://twitpic.com/5o0ze - eeeek cant wait!! 
1,"@Miz_Calamity either way, I bet the color looks great on you. "
1,@jillyanmurphy  In a parallel univers(ity)
1,@lufii I can't wait to see the purple shoes 
1,how to make your own plntenbakfiets  http://tr.im/m4AX
1,It's almost midnight and I'm running around like a chicken with it's head cut off. Miguel is sound asleep. I should slap him. 
1,My work here's done for today-ciao twitters until i see tomorrows sun  muah*
1,@elaborate you aren't too shabby yourself! I didn't know you play tennis!.. Or maybe I did. Let's hit the courts! 
1,@50beats LOL.. SEATTLE'S JUST RiGHT UP THE ROAD!  LOL.. STiLL A QUiET CiTY.. NOT FROM HERE THOUGH....BUT iTS COOL 
1,@Starmari I have a blackberry 
1,@imba liya liya.. its is anyways pretty much readable.. don't need a test to certify that I am romantic  re: http://ff.im/38m3l
1,@hennesy1980 cools 
1,holds up her cranberry juice no alcohol ( its like 3 am  to all her jwu friends ... in celebration of freshmen year 
1,is taking out her contacts then laying down 
1,Norm is sleeping on the recliner!  http://apps.facebook.com/dogbook/profile/view/6859070
1,it was a fun dance  haha me and andrea all looking at the guy getting arrested. hahah p2!
1,leaving for french exam soon 
1,so freakin' hot outside! shuttled from 3 different banks to withdraw and pay my dues 
1,"@SamuelNelson Ah, class assignments. I know how that goes; endless nights! Good luck "
1,4 day weekend!! 
1,Just started using twitter  seems fun!
1,@ROBSTENSHIPPER thanks sweetie 
1,I remembered today why dancing is my true passion. I cried MULTIPLE times while watching SYTYCD. 
1,heading out. nite world 
1,"watching tmz...the shizz. lakers lost, boo. but i have no dislike for nuggets...carmelo anthony is such a cutie, lucky LaLa. "
1,just finished watching Notorius...NYC baby  I think it's time for a visit!
1,Going to bed and attempting to get some sleep...5 am will be here before I know it...night 
1,Voicemail last night from a client with a &quot
1,Morning! Its the weekend! Enjoy every second of it and say congratweelations to @laura_sarah for handing in her dissertation today!!!  xx
1,TODAY VVK JONAS BROTHERS 
1,Just got home.  Hey tweets! 
1,"@Coley81 Sweet and carbonated, just like me, lol "
1,Just emailed someone about an apartment   Keep your fingers crossed!!
1,"@kricket_rc234 I want the black, the white, the blue and the grey hahha  but it's too expensive! wahah"
1,@Zakupilot256 You tell your mom she is cool in my books. 
1,Everyone wants another David Cook &amp
1,@GarageGlamorous why do you say that about 1976- it's not all it's cracked up to be! 
1,@DianeDenmark euh that was a yes we are holidaying to 
1,@jocalling Anytime 
1,@HammTun I try my best..... 
1,@eplusie haha okay la I know..just trying to basket you haha 
1,will be going home in 15 mins.. 
1,@_likeAstar they amusing 
1,@ElizabethKnox Ha - it means I'm a little proud of myself. 
1,to mr @langille have fun in n/s &amp
1,@phantastic_kt yeahs 
1,@fossiloflife He's an ex-Managing Director of a corporation. Discussing something here. He isn't a politician.... not yet! 
1,"@karinb_za he has no choice, I practically force it on him permanently! His pc is in the same room as the tv, so we both get our way "
1,WHO KNEW people i knew worked at a nearby store?? and who KNEW id embarrass myself  personally idc i laughed it off but who i was with did
1,"Swore I wouldn't, but did anyway   Did a search on Carzone for similar cars, and I'm pleased that I still got a good deal."
1,Done making personalized papers. 
1,@iamcandygirl hehe 
1,@AmberRosePowers welcome home!!!! 
1,"@seankeithsmith California is BEAUTIFUL...expensive but beautiful...good weather,if u like it sunny/warm! "
1,"Finally, I got my WM6 able to display korean "
1,@delamarRX931 some postal workers are nice sometimes. 
1,"@antiiiiiia haha x) yes is Friday, but Im sad, i wanna be in June "
1,@mariedigby : anvil :about two 50 year old rockers wants to take a shot at fame once again. I think its a nice movie 
1,@Kre8tive1 it's always nice to be around ur peeps . Wow u do have a big family  Are u going it up big for the holiday ?
1,your mum 
1,@mayhemstudios ohh I want one!  Would look so cool next to my Mimobot Princess Leia USB 
1,@GreenEyedJessie thx 4 the follow 
1,"@thekeithchegwin Good morning, another happy man on board, hi "
1,@adiav send it on anyway  I always need more inspiration and even if I don't eat a lot of pasta I can a.) serve others b.) mix things up.
1,@MrShaunSheep good morning! 
1,"Nice relaxing day shopping ect nothing to strenuous, feet up and chill,  Oh and eat, lots of eating "
1,@WKJThD NIght! Sweet Dreams! God Bless! 
1,"@AlisonBlaire  You pull out the pan flute, &amp;Ill grab my tambourine! "
1,@Sinnz  the problem is I type it 100 different ways. I think its punishment for something 
1,"@LyssaBrooke okay.that song was soo nice,right? "
1,@maeveo  you make me feel happy
1,Panda bears are thee cutest thing EVER. 
1,What a nice day for working with Green Snapper! 
1,@EdricChin well thats good too but not always....evereything's good if you dont have too much of it 
1,"@piticu21, Cristi.. when you make comments like http://bit.ly/q0AF4 , make some analysis on the sender best practices, cheers "
1,fahzy lee your life would be boring without me haha 
1,Ta ta dudes have a lovely day see you at @Bass_'s place for the party this evening.  xx
1,Morning all! how are we this morning? 
1,@juliabarretto Hi!! You know Arooj right? I'm her classmate before in Miriam. 
1,The office is a happier place on a Friday 
1,how is everyone? 
1,"is off to LDN. Has o make important business calls later this morning, *gag*. It's all good though "
1,is home working on homework. Then he is going to bed. He is tired out from school and work. He hopes everyone is having a good life. 
1,Goodnight ily drew and thomas! Ahh I love VFC generally!! 
1,@carlamedina hey carla  youree amaziing so beautiful !!! i loveeee u &lt
1,@MarjoHorn You are most welcome -- thank you for your friendship. 
1,Llegando a casa. Meeting went good. Second meeting on Tuesday. It looks promising. 
1,update: yep 
1,Can't wait to see what the future brings! 
1,@allyeezy of course 
1,"@JamesSmithComic  That's it, you and John need to go to the Boardwalk in MD and find the young Sax playing teacher,  Cheers!"
1,i love king of the hill. it's the one with the emus!!! 
1,"@emma_licious lol... yea, but I dont have a boo..... those are for lames "
1,@clarashin oh it's not pms-induced -- i've often daydreamed the same thing 
1,@miminet i think ur sending DM's 2 wrong person lol or ur NOT using the &quot
1,Right found her lefty fersure  goodnight twittlers!
1,thinks is hilarious that @billbasil tells his boys he cant go to spybar tonight bc hes on MIAMI MELTDOWN duty 
1,@Crystal525 she looks gorgeous Crystal! She is a fighter! Thank you for this wonderful update 
1,K knocked out from all the excitement! I'm glad he is home. He racked up three rolls of film! I can't wait to develop them 
1,@chaitrasuresh no thank you. I'd rather have Kumble lift the IPL trophy 
1,Calling it a night early! Had a great time with my girls!!! Nitey nite 
1,@Zomperific I love it 
1,in tarlac already. sal good. Were riding ghetto style. Haha. Seriously all good. 
1,@lonemat go take a nap. Think I'm gonna pack it in myself in a few 
1,@tylerhilton went to eat with troy at amicis tonight brought you up. had no idea u had crossed your t's with them. So awesome for u. 
1,@ikaare dude thats awesome! im tweeting in a meeting  yoohoo
1,@jimgris my wife loves the new user group T-shirt design - so *officially* it is a good job  #LOSUG
1,@wylmite705 when kevin was playing piano  your head is right below me &gt
1,@vikkipedia fancy  Wish I couldve gone with you. I got the message too late. :C
1,"@MickyFin Hi Micky, did you sort out your white n97 yesterday "
1,is looking forward to the dinner date with his baby G tonight.  (not the watch!)
1,I have 49 followers wow. that's alright 
1,@cathjenkin I dunno. Gonna test out my GPS thinger on the bb. Hold thumbs 
1,excited for banquet tomorrow! 
1,"@Cornwall_Info Indeed. I know where I'd much rather be, but there's no competition, really is there?  Roll on October and our next visit."
1,@jodabone Thank you! She's an incredible kid. 
1,It's snowing  It's awesome xDDDD
1,"Alright. You could pick me up, cos I don't really feel like biking. "
1,had a wonderful first day on the job.  I'm so excited to start working on news stories!  Eight per week!!! Ahhh!  
1,@davidcharris I don't think so 
1,@sashavujacic You guys will do great on Sat.! I'm proud of our Lakers! Great seeing u 2nite! Hope i can get a kiss next time! love ya! 
1,@xGrrrItzzEmzZx haha. Thanks a Bunch JoshBerry is fun! . Enjoy your day. 
1,@MikeMilan215 Mikey can u send me da link 
1,I'm falling fast and hard.... in a good way 
1,It' s coffee time  Translate for my Dad: Bi im Kafi!
1,@i_nemo right you're 
1,"@Pepsieee well I google it, and one of the results was cleaning with eraser . And its working btw, I cleaned one button yesterday "
1,@ginoboi GINOISM in the HOUSE. haha.  Can't wait to meet you and @monicafrancesca!!!
1,@DHSWatchList Your mom's the new. ... ... ... 
1,just found out her boss is Atenean yay  and there are more Ateneans here than I thought. http://plurk.com/p/ves1u
1,"@erin_gee My licensing exam. Far less exciting than salsa! I'm def going to have to try that soon. PS Book a trip somewhere, silly girl! "
1,@johannasmiles yah! me too  im still in the process of doing it haha pg 10  how was your day today?/ MISSED YOU!
1,@Valentin00 Uh oh.  Watch out now.
1,i do believe i got fucked over 
1,@aplusk Thanks for the sunscreen video I forgot too! It made my night! 
1,will take a shower now. later my loves 
1,@t0nym0rtimer Alton Towers is amazing!  Have a great time! xx
1,@DiCarvalho Thank you  #FOLLOWFRIDAY
1,is loving my random life 
1,@Audrey_O yes. i am open anytime after 11am  i am like 30 mins north of downtown sd.
1,#OTL food for all 
1,"@KRKring Thanks. It feels weird to be askiing people, &quot;Will you be my friend?&quot; Like grade-school valentines. But I just sent you one. "
1,"@Xeph of course, you mean &quot;aye aye, Skipper!&quot; "
1,"@handbagpets I think @duff64 must like your picture. He isn't following me, probably because there's too much filth in my tweets "
1,@phischeye outdoor would not be that good that's right  I guess we'll stay in the studio
1,6 more days til summmmmmmmer  @icantunloveyou lucky haha.
1,is realizing how much chicks dig me ... awesome! 
1,smoking a ciggy before bed. LAST assembly at school tomorrow. high school is almost over! 
1,breaking the law 
1,so pure and soft..  ? http://blip.fm/~6st7k
1,I couldn't stop thinking about Fresh Prince Of Bel-Air bloopers! And now that I'm typing this I'm thinking about them again! 
1,@ddlovato you're one of the most amazing people.  it's nice to see sane celebrities. you and selena are my favorites.  
1,hearing some beautiful music from random artists 
1,Is looking forward to some portobello Market action this afternoon... 
1,Bouta KO. It was nice kickin it w/ the Reg's 
1,watching pulp fiction for the 1000th time 
1,it's Friday and its sunny  
1,Drinking the summer away 
1,@Rose_Cohen Hey didn't know you're coming! The REAL boss of News24 
1,@AnoopDoggDesai You're SO hot! 
1,I'm high like plane!   (I'm high on paint)
1,Will post my #FollowFriday tmrw morning. Who wants to be mentioned?? 
1,@shanselman it even managed to stop Vista freaking out about activation somehow 
1,"@jiminthemorning I've found an Interweb article about a banjo design licensed to Gibson, would that count "
1,trying to figure out all this twitter mumbo jumbo!! Im a newby 
1,@morrick lol maybe MMX is the year of Pentium 
1,"My current playlist: TS3, SC3k+4, LocoRoco and Efteling tunes! "
1,@wahliaodotcom @lennel ahh...finally saw the pics.  good stuff ya #sgtweetup
1,sitting in the house waiting for this day to end!  
1,now for those who know -me- I def. will hav I dance moves 2 ego dwn pack in 3 days!! -sad- I know I know 
1,With people. I love Carly + Rhiannon 
1,"@peterc We all have autistic traits! I work with LD and Autism, and remember whilst I was training getting 44 on this test, now I got 42 "
1,@garrett Oh wow. That's been a while 
1,"@Coley81 only karaoke and not that well lol...no, i landed a photo gig for a wedding in august.  I appreciate your help!!"
1,@Gorjess87 like your pic 
1,"nightnight, everybody "
1,@Shaniscool throw it against the wall 
1,@TheRealJordin seems you're that sleepy already... 
1,Lying in bed listening to leaked Big Whiskey. Ball tomorrow.  Good Night. 
1,@howarddbear oh no i saw them. I dont often look in my inbox .  
1,"@oxleyj Sadly, she is right. Here, the money we save with little Linux netbooks and Sun Terminals will go towards decent Apple Laptops "
1,back in bussiness  good morning!
1,"@ChesterBe Have fun and dun work too hard, okay hehe ;) And we're sure you will, like always  Wish u a nice day! "
1,@jameselledge thanks  very excited to see the ad!
1,"Ahh cannot wait!!  I'm a loser, it's okay. http://bit.ly/mvfGK"
1,@jacqherselman great wknd of #rugby you guys have #super14 semi &amp
1,"@steffanii013 oh, you still wanna go? haha, well it is nice in Makati, haha "
1,I wuv the serires movies 
1,@AussieMumTwo Thanks Rebecca. Have a happy #followfriday! 
1,family guy always helps out a stressful day  
1,i went to bed early enough last night so im not that tired this mornin 
1,"@lildrkr Hehehe, sounds like a plan Batman!!! Aw, Id love to meet your mum "
1,@topdan Can't wait! Luv the workstation demand! Go Neville!!  Need some jamming happy Friday music. 
1,reading news on my Iphone. Later today will read my new book 
1,"@TEPtracks All day every day!~ I've been uber busy with a different project, Im finally got time to do music "
1, FOOD! 
1,eating apples 
1,My walk home in Oxford   http://twitpic.com/5oghz
1,i am happy that i have awesome friends in an awesome class 
1,"@nothingelseon Only two episodes in so far, but yeah, not much can compare to Peep Show  I think the producer worked on both shows though."
1,A better pic of me relaxin on the couch  http://mypict.me/1nfn
1,Getting ready for the weekend!! Girls night in tonight then party on Saturday. I'm so glad it's Friday 
1,@taylorswift13 Your SO cute! Your concert was AMAzingggg 
1,@MaraBG It's a pleasure 
1,"Just got back from the gym. Shower, sleep, work "
1,"@GuitarDragon Well, aren't you having a lovely time! "
1,@djmoe713 you make me sound so young. lol I turn 20 november 6th  lucky me the age was never an issue
1,"@imrananwar OMG,u went to St.Pauls? I went to St.Joseph's Convent...CRAZY!!!! "
1,"@valcoda Goodness sakes, well, good luck with that.    Be well!"
1,@bobbyedner let her go
1,@cruz8j what up? im still awake 
1,@lisaxjbx3 awwh yeah i know what you mean!! you just gotta go watch a bunch of JB vids on youtube  that usually helps
1,Nothing....I'm bored....oh!! not anymore &quot
1,@ThisIsRobThomas lol hello Spiderman lol on buildings now??  very nice billboard! 
1,bout to go to sleep! 
1,? w00t.. i didn't know Magnificent was U2's new single.  it is my favourite song out of no line on the hori.. http://tr.im/m4BW
1,Mornin!!! its friday! and tomorrow the weekend of poleness and fun is upon us! 
1,haha fuctup looks kinda like fruitcup.. 
1,HAHA...watching Phineas and Ferb 
1,happy sweet 16 @thedebbyryan  you totally rooooooock &lt
1,@HighHopes788  that's what's up!!!
1,i'll meet yuuki soon~  today's class is just bored. but i like old Germany movies! ))
1,@Paul_Rasmussen Cool 
1,@saritaonline Don't understand the weather we're having. Summer's suppose to be over but it's uber hot. 2hrs lang tuyo na sinampay ko. 
1,@rajasa living in this kind of society? Yes we should. Yes...I'm a great pretender 
1,"@imrananwar yeah,hopefully i'll encounter u sometime! "
1,Morning twitterers aha its nice day! well so far....dont jinx it leah 
1,did i tell y'all that i adopted a homeless kittenlast week?  good karma
1,Dude @davidakachaos what?! *shock* that's really really really really really REALLY cool!!! Congratz! 
1,@Evitchka yes I did!  Thank you 
1,alannah heree being gay  but i love her lots xx
1,"@Figgywithit. so pretty, FWI! nice.   ? http://blip.fm/~6st8j"
1,@diannawhitley Cheers 
1,@1critic Yes and it was awesome! My friends teased me because I was literally nervous by the end even though I knew that song was coming! 
1,drinking pina colada and surfing the internet. life is good. 
1,@boulderquest I'm going to the Centerville Ohio Quest center. Master Hayes was standing less than ten feet away when I got my belt! 
1,@cbreloaded it must be horse flu LOL 
1,@michaelgrainger 
1,"@annekeothavong Well done for getting through to semis Anne, good luck!! "
1,Almost time for &quot
1,@matthix yup I think so too...base on your tweets 
1,"@sevinfootongue...oh, I am sorry. I have been on a boat and in the sun all day...my bad. "
1,"@jamie_oliver good morning, great tweets last night, I hope Dexters bowels have recovered "
1,I love you @disruptiveplay  Thanks @Fatafeat!
1,"@_Flik_ your welcome nice to meet u, got to go to work very soon so will catchya later. "
1,@patrikdahlen Just take it. 
1,@AubreyODay Check this out too    http://i43.photobucket.com/albums/e362/pytech/AUBMAY09PYTECHGRN.gif
1,@tweetygurl75 The Twilight books are amazing  Are you enjoying so far? Hope so xx
1,Last day of college before the half term! 
1,heading to the country road sale 
1,Happy Birthday @timboreader via @kokeshi - twitter the new social calendar 
1,"@melodyee oh ice coffee is my fav flavored milk, soft drink dr pepper  and juice apple juice  coz orange juice and milk go yuckky"
1,working tomorrow and looking forward to the weekend 
1,@iLoveColbyO kay gonna YouTube it now 
1,@BengaluruHuDuGa All the best man - let us know when the baby arrives 
1,"@flyingbolt  Well, that sounds nice.  "
1,@BabeNatasha awww you're the greatest! 
1,@BADGER1052 got it yesterday 
1,@Cuchulain Enjoy!  My Puggle woudn't make it on a trip! 
1,@itsmesammond ahaa yeah but this is rare  lol everyone says that all the time :p xx
1,"going to bed, goodnight "
1,"I see that Kris Allen did win the American Idol  Great, that gives me further reason to check him out properly."
1,I packed my bookcase for the move! What?! Small steps!  http://twitpic.com/5ogjl
1,"He'll brighten your day, come watch!  http://www.blogtv.com/People/KayFizzleDizzle"
1,"@saritaonline by the way, i remember i heard your singing every time i pass by after my dinner @ lemon garden, your singing is great "
1,here comes the wkend 
1,Goodnight everyone.... You too @Lacouvee !!     See you tomorrow
1,@lilyroseallen have a good last full day 
1,@sexyundiesblog LOL!  Yup cheerful and bouncy and full of the joys of spring.  Doubtless there will be tears before bedtime.  
1,Inebriated via Tim Dixon 
1,i just found out my grades and am officially off probation!! 
1,"Got 5 awards at the awards ceremony today, got my yearbook, and got my SAT scores! Today was a good day. "
1,"@soulpictures yes. shortly before falling over, I was saved "
1,@rejou Hey dude girl tell me if you move to the Bnf today by sms or call me 
1,Waiting for boarding time. 
1,"Morning all. Very tired this morning, week caught up on me  Knitting, spinning &amp; writing today"
1,"@TiffanyLD Yes, I am going this weekend. All I have is a Macy's and it's not till next week so I am driving to LA instead. "
1,"Late night jack in the box run. Mmmm, I can practically taste those fried tacos "
1,Going out for dinner tonight with Daddy 
1,@BeanaB ill be back saturday 
1,ABOUT TO WATCH 90210. YAYY ! 
1,"@Sianz oooh Caipirinha's bloody love them,mmm rum "
1,"toda you are you, that is truer than true there is noone elese who is youer than you!  http://tinyurl.com/o25mul"
1,Two points and two airballs ....my contribution to a thrilling 63-62 win by elmo faculty over seniors....yay 
1,"@cupcakesfortwo How are you, Mrs Karlson? "
1,"What I did while procrastinating - http://tinyurl.com/pwx3xs - add me on Flickr, if you have it! Cheers! "
1,@DinsterDobbins  late? nah. Happy to say I've written every thing I've shot....or shot everything I've written. whichever sound better 
1,"@ChesterBe Have fun and dun work too hard, okay hehe ;) And we're sure you will, like always  Wish u a nice day tomorrow! "
1,At whiterose eating 
1,@The_Sciolist @cybersybil 
1,just at da crib hella bored tryinn to mee and convo 
1,@Madey123 oh. I'm not exicted but I can't sleep all the same.  and now I'm tiiiiiiiiiiired!
1,We are two hearts with but one beat...two souls with but one shoe.  Ready for disneyland in the morrow 
1,"@Introtodance LOL...yes, BUT he is gonna be on the curb if he doesn't get it together quickly! He lives in ATL..6'7ft the way I like'm "
1,@Pharriell Hey dude girl tell me if you move to the Bnf today by sms or call me 
1,@bellware well let me know when you start raising the flag and marching. I'm very sure few people will gather behind you. @pandamonial 
1,"-- this weekend is goin` to be fun , hopefully as fun as last weekend! i can`t shout! "
1,just got home got rehearsal in the morning but ima be up for a while hit me up on AIM - Thareasonwhy214 
1,Make me good god...but not yet.  I like that.
1,yeah its raining .. gonna be a good cycle in 
1,@squishymatter I am just glad to hear they are available out there. Now I know. 
1,Ok Twitterers it's time for me to get some sleep. Haven't heard from Bry in a few days so there's a chance my phone will ring WAY EARLY. 
1,"@NickHodge Flex, shmex. Rapha�l beats everything by price and learning curve.  #webdu"
1,"@CarloHilton its awesome, isnt it "
1,Am drinking booze out of a neon green straw.  http://yfrog.com/14b4oj
1,"I had fun at akon's concert, met a lot of ppl I havt seen in while too "
1,"@aymentv WTF!? Thats mad! Lol, I was in national youth theatre with him last summer  tell him, 2 do the phone in, interview 4 BBC Derby "
1,watching youtube videos.. 
1,"@Vanadia Where do you usually work and play? If you have a cool space or side project, I want to see it "
1,@Dievs sumin?ts 
1,when is Kris Allen's debut album coming out?? I'm so psyched
1,going home on a wet and miserable newcastle night..should that be knight? 
1,"@mav485 sure, gimme a couple of mind to find my charger and I'll be there. "
1,Slept a little better last night 
1,a friend says Bangalore is very cold and he is wearing a sweater.. 
1,@Raggedreporter Sounds right.  #ideaparty
1,@JustJane222 wit a flash lite in da day time..he aint hard to find 
1,Just rocked out to untouched  take me on the floor seems good to have next :p
1,"A bit hung over, but I'm alone at work today, so no one will notice "
1,"Licensed to drive  .. with a supervising driver, but you know "
1,@WOTN Thank you. 
1,@savagestar up to no good as usual. 
1,@andydick hook @lisamricci up she is the one who got me followin u she is a big fan .. get her sum front row tixx 
1,is planning for the weekend.  Shutting down soon 
1,getting ready to go to sleep!  Good Night everyone!
1,"@trishthedish Hey, how much for the Saturday? Long story but I might need it! Can let u know for sure tomorrow! "
1,"@chloewrites hmm i'm not in HR anymore officially, i was just assisting (directing) HR in this instance.. and yes, on occasion.. "
1,@nickvelo congratulations! 
1,-SATURDAY! Shall be amazing. 
1,I declare this Z-land... and today we have a day off. So everybody meet up in your favorite place. Bring blankets 
1,@OneLuvGurl good morning sunshine 
